categories,place_name,place_name_link,thumbnail_image,url_y,review_count,rating,review_talk_1,review_talk_2,review_talk_3,address,postcode,categories_all,reviews_combined,rev_cat_soup
Art Galleries,Cello Factory,https://www.tripadvisor.com/Attraction_Review-g186338-d8775186-Reviews-Cello_Factory-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/12/c3/e3/be/20180426-120143-largejpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8775186-Reviews-Cello_Factory-London_England.html,2,4.0,,,,"33-34 Cornwall Road, London SE1 8TJ, England",SE1 8TJ,art galleries,, art galleriescello factory
Art Galleries,The Temple Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d12725600-Reviews-The_Temple_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/10/3e/3b/49/the-temple-gallery.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12725600-Reviews-The_Temple_Gallery-London_England.html,1,5.0,,,,"Holland Park 6 Clarendon Cross, London W11 4AP, England",W11 4AP,art galleries,, art galleriesthe temple gallery
Art Galleries,Lesley Craze Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d554251-Reviews-Lesley_Craze_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/02/9d/76/f3/filename-ring4-jpg-thumbnail0.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d554251-Reviews-Lesley_Craze_Gallery-London_England.html,2,5.0,,,,"33-35 Clerkenwell Green | Ec1, London EC1R 0DU, England",EC1R 0DU,art galleries,, art gallerieslesley craze gallery
Specialty Museums,De Morgan Centre,https://www.tripadvisor.com/Attraction_Review-g186338-d5218051-Reviews-De_Morgan_Centre-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/06/38/68/ea/de-morgan-centre.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d5218051-Reviews-De_Morgan_Centre-London_England.html,2,4.5,,,,"38 West Hill, London SW18 1RX, England",SW18 1RX,specialty museums,, specialty museumsde morgan centre
Art Galleries,Van Gogh Exhibition,https://www.tripadvisor.com/Attraction_Review-g186338-d1674827-Reviews-Van_Gogh_Exhibition-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d1674827-Reviews-Van_Gogh_Exhibition-London_England.html,4,4.0,,,,"Royal Academy | Piccadilly, London W1J 0BD, England",W1J 0BD,art galleries,, art galleriesvan gogh exhibition
Art Galleries,Browse & Darby Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d188856-Reviews-Browse_Darby_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/03/a8/fc/88/browse-darby-gallery.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d188856-Reviews-Browse_Darby_Gallery-London_England.html,1,5.0,,,,"19 Cork Street, London W1S 3LP, England",W1S 3LP,art galleries,, art galleriesbrowse & darby gallery
Art Galleries,Atom Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d12186978-Reviews-Atom_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/94/e9/19/inside-atom-gallery.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12186978-Reviews-Atom_Gallery-London_England.html,1,5.0,,,,"127 Green Lanes, London N16 9DA, England",N16 9DA,art galleries,, art galleriesatom gallery
Children's Museums,Centre of the Cell,https://www.tripadvisor.com/Attraction_Review-g186338-d8678314-Reviews-Centre_of_the_Cell-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/09/17/27/71/getlstd-property-photo.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8678314-Reviews-Centre_of_the_Cell-London_England.html,1,5.0,,,,"4 Newark Street | Blzard Institute, London E1 2AT, England",E1 2AT,children's museums,, children's museumscentre of the cell
Art Galleries,The Graffiti Life Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d5534049-Reviews-The_Graffiti_Life_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d5534049-Reviews-The_Graffiti_Life_Gallery-London_England.html,2,4.5,,,,"26 Cheshire Street, London E2 6EH, England",E2 6EH,art galleries,, art galleriesthe graffiti life gallery
Art Galleries,Bermondsey Project Space,https://www.tripadvisor.com/Attraction_Review-g186338-d12282393-Reviews-Bermondsey_Project_Space-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/12/da/9e/a1/bermondsey-project-space.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12282393-Reviews-Bermondsey_Project_Space-London_England.html,1,5.0,,,,"183-185 Bermondsey Street | The Vellum Building, London SE1 3UW, England",SE1 3UW,art galleries,, art galleriesbermondsey project space
Art Galleries,Zari Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d11862064-Reviews-Zari_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d11862064-Reviews-Zari_Gallery-London_England.html,1,5.0,,,,"73 Newman Street, London W1T 3EJ, England",W1T 3EJ,art galleries,, art gallerieszari gallery
Art Galleries,Potterton Books,https://www.tripadvisor.com/Attraction_Review-g186338-d11733391-Reviews-Potterton_Books-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d11733391-Reviews-Potterton_Books-London_England.html,1,5.0,,,,"93 Lower Sloane Street | 5 minute walk south of Sloane Square, London SW1W 8DA, England",SW1W 8DA,art galleries,, art galleriespotterton books
Art Galleries,Vibe Bar,https://www.tripadvisor.com/Attraction_Review-g186338-d553725-Reviews-Vibe_Bar-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/02/e5/35/b0/vibe-bar.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d553725-Reviews-Vibe_Bar-London_England.html,29,3.0,,,,"91 Brick La., E1, London W1J 0AR, England",W1J 0AR,art galleries,, art galleriesvibe bar
Art Galleries,Serena Morton 11 Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d10167431-Reviews-Serena_Morton_11_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d10167431-Reviews-Serena_Morton_11_Gallery-London_England.html,1,5.0,,,,"345 Ladbroke Grove, London W10 6HA, England",W10 6HA,art galleries,, art galleriesserena morton 11 gallery
Specialty Museums,Royal Pharmaceutical Society Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d3300144-Reviews-Royal_Pharmaceutical_Society_Museum-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d3300144-Reviews-Royal_Pharmaceutical_Society_Museum-London_England.html,2,4.0,,,,"1 Lambeth High Street, London SE1 7JN, England",SE1 7JN,specialty museums,, specialty museumsroyal pharmaceutical society museum
Art Galleries,Eames Fine Art,https://www.tripadvisor.com/Attraction_Review-g186338-d9729061-Reviews-Eames_Fine_Art-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d9729061-Reviews-Eames_Fine_Art-London_England.html,1,5.0,,,,"58 Bermondsey Street, London SE1 3UD, England",SE1 3UD,art galleries,, art gallerieseames fine art
Art Galleries,The Lemongrove Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d8719282-Reviews-The_Lemongrove_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/09/37/ce/e2/the-lemongrove-gallery.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8719282-Reviews-The_Lemongrove_Gallery-London_England.html,1,5.0,,,,"255A Chiswick High Road, London W4 4PU, England",W4 4PU,art galleries,, art galleriesthe lemongrove gallery
Art Galleries,Thackeray Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d211728-Reviews-Thackeray_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d211728-Reviews-Thackeray_Gallery-London_England.html,1,5.0,,,,"18 Thackeray Street | (Kensington Sq.), London W8 5ET, England",W8 5ET,art galleries,, art galleriesthackeray gallery
Art Galleries,Waddington Galleries,https://www.tripadvisor.com/Attraction_Review-g186338-d188867-Reviews-Waddington_Galleries-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/12/a2/a8/6a/art-at-waddington-custot.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d188867-Reviews-Waddington_Galleries-London_England.html,2,4.0,,,,"11-12 & 34 Cork Street, London W1X 2LT, England",W1X 2LT,art galleries,, art gallerieswaddington galleries
Specialty Museums,Britain's Museum of Popular Music,https://www.tripadvisor.com/Attraction_Review-g186338-d4554010-Reviews-Britain_s_Museum_of_Popular_Music-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d4554010-Reviews-Britain_s_Museum_of_Popular_Music-London_England.html,1,5.0,,,,"116 London Wall, London EC2M 5QA, England",EC2M 5QA,specialty museums,, specialty museumsbritain's museum of popular music
History Museums,The Salvation Army International Heritage Centre,https://www.tripadvisor.com/Attraction_Review-g186338-d11717853-Reviews-The_Salvation_Army_International_Heritage_Centre-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/60/b9/46/getlstd-property-photo.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d11717853-Reviews-The_Salvation_Army_International_Heritage_Centre-London_England.html,1,4.0,,,,"William Booth College Champion Park | Third floor, William Booth College, London SE5 8BQ, England",SE5 8BQ,history museums,, history museumsthe salvation army international heritage centre
Art Galleries,Cortesi Gallery London,https://www.tripadvisor.com/Attraction_Review-g186338-d13160788-Reviews-Cortesi_Gallery_London-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/12/8c/6f/eb/cortesi-gallery-floating.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d13160788-Reviews-Cortesi_Gallery_London-London_England.html,1,4.0,,,,"41&43 Maddox St, London, England",,art galleries,, art galleriescortesi gallery london
Art Galleries,The Approach,https://www.tripadvisor.com/Attraction_Review-g186338-d188951-Reviews-The_Approach-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d188951-Reviews-The_Approach-London_England.html,2,4.0,,,,"47 Approach Rd., London, England",,art galleries,, art galleriesthe approach
Specialty Museums,The Museum of Wimbledon,https://www.tripadvisor.com/Attraction_Review-g186338-d13743014-Reviews-The_Museum_of_Wimbledon-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d13743014-Reviews-The_Museum_of_Wimbledon-London_England.html,1,4.0,,,,"22 Ridgway, London SW19 4QN, England",SW19 4QN,specialty museums,, specialty museumsthe museum of wimbledon
Science Museums,Dana Centre,https://www.tripadvisor.com/Attraction_Review-g186338-d2078770-Reviews-Dana_Centre-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d2078770-Reviews-Dana_Centre-London_England.html,1,5.0,,,,"165 Queen's Gate, London SW7 5HD, England",SW7 5HD,science museums,, science museumsdana centre
Art Galleries,Peckham Platform,https://www.tripadvisor.com/Attraction_Review-g186338-d11549789-Reviews-Peckham_Platform-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d11549789-Reviews-Peckham_Platform-London_England.html,1,4.0,,,,"89 Peckham High Street | London, London SE15 5RS, England",SE15 5RS,art galleries,, art galleriespeckham platform
Specialty Museums,Hermitage Rooms at Somerset House,https://www.tripadvisor.com/Attraction_Review-g186338-d553590-Reviews-Hermitage_Rooms_at_Somerset_House-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d553590-Reviews-Hermitage_Rooms_at_Somerset_House-London_England.html,1,4.0,,,,"Somerset House | The Strand, London WC2, England",WC2,specialty museums,, specialty museumshermitage rooms at somerset house
Art Galleries,Thames Galleries,https://www.tripadvisor.com/Attraction_Review-g186338-d548656-Reviews-Thames_Galleries-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d548656-Reviews-Thames_Galleries-London_England.html,2,4.5,,,,"143 Lower Richmond Road | Putney, London SW15 1EZ, England",SW15 1EZ,art galleries,, art galleriesthames galleries
Art Galleries,Hamilton's,https://www.tripadvisor.com/Attraction_Review-g186338-d188859-Reviews-Hamilton_s-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d188859-Reviews-Hamilton_s-London_England.html,1,5.0,,,,"13 Carlos Place, London W1K 2EU, England",W1K 2EU,art galleries,, art gallerieshamilton's
Art Galleries,Studio Fusion Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d9584935-Reviews-Studio_Fusion_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/09/c6/d4/32/getlstd-property-photo.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d9584935-Reviews-Studio_Fusion_Gallery-London_England.html,1,4.0,,,,"Unit 1.06 Oxo Tower Wharf, London SE1 9PH, England",SE1 9PH,art galleries,, art galleriesstudio fusion gallery
Art Galleries,Pangolin London,https://www.tripadvisor.com/Attraction_Review-g186338-d8795726-Reviews-Pangolin_London-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d8795726-Reviews-Pangolin_London-London_England.html,1,4.0,,,,"Kings Place 90 York Way | 90 York Way, London N1 9AG, England",N1 9AG,art galleries,, art galleriespangolin london
Specialty Museums,The Reel Poster Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d548559-Reviews-The_Reel_Poster_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d548559-Reviews-The_Reel_Poster_Gallery-London_England.html,2,4.0,,,,"72 Westbourne Grove, London W2 5SH, England",W2 5SH,specialty museums,, specialty museumsthe reel poster gallery
Architectural Buildings,Prince Henry's Room,https://www.tripadvisor.com/Attraction_Review-g186338-d211720-Reviews-Prince_Henry_s_Room-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d211720-Reviews-Prince_Henry_s_Room-London_England.html,7,3.0,,,,"17 Fleet Street, London EC4Y 1AA, England",EC4Y 1AA,architectural buildings,, architectural buildingsprince henry's room
Art Galleries,Grosvenor Prints,https://www.tripadvisor.com/Attraction_Review-g186338-d554250-Reviews-Grosvenor_Prints-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d554250-Reviews-Grosvenor_Prints-London_England.html,4,3.5,,,,"19 Shelton Street | Covent Garden, London WC2H 9JN, England",WC2H 9JN,art galleries,, art galleriesgrosvenor prints
Specialty Museums,FA Premier League Hall of Fame,https://www.tripadvisor.com/Attraction_Review-g186338-d215436-Reviews-FA_Premier_League_Hall_of_Fame-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d215436-Reviews-FA_Premier_League_Hall_of_Fame-London_England.html,1,5.0,,,,"London, England",,specialty museums,, specialty museumsfa premier league hall of fame
Art Galleries,Wimbledon Art Studios,https://www.tripadvisor.com/Attraction_Review-g186338-d8008386-Reviews-Wimbledon_Art_Studios-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/07/d3/98/88/wimbledon-art-studios.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8008386-Reviews-Wimbledon_Art_Studios-London_England.html,10,5.0,,,,"Wimbledon Art Studios 10 Riverside Yard, London SW17 0BB, England",SW17 0BB,art galleries,, art gallerieswimbledon art studios
Art Galleries,Sladmore Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d13423823-Reviews-Sladmore_Gallery-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d13423823-Reviews-Sladmore_Gallery-London_England.html,1,3.0,,,,"32 Bruton Place | Off Berkeley Square, London W1J 6NW, England",W1J 6NW,art galleries,, art galleriessladmore gallery
Art Galleries,Cricket Fine Art,https://www.tripadvisor.com/Attraction_Review-g186338-d13125706-Reviews-Cricket_Fine_Art-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/11/af/a9/71/adam-roud.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d13125706-Reviews-Cricket_Fine_Art-London_England.html,1,3.0,,,,"2 Park Walk Chelsea, London SW10 0AD, England",SW10 0AD,art galleries,, art galleriescricket fine art
Art Galleries,East End gallery-hopping,https://www.tripadvisor.com/Attraction_Review-g186338-d314112-Reviews-East_End_gallery_hopping-London_England.html,,https://www.tripadvisor.com/Attraction_Review-g186338-d314112-Reviews-East_End_gallery_hopping-London_England.html,1,3.0,,,,"Venues around Bethnal Green | Bethnal Green tube, London E2, England",E2,art galleries,, art gallerieseast end gallery-hopping
Private Tours,London Tours,https://www.tripadvisor.com/Attraction_Review-g186338-d12277311-Reviews-London_Tours-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/10/e1/ab/38/photo4jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12277311-Reviews-London_Tours-London_England.html,2,3.0,,,,"London, England",,private tours,, private tourslondon tours
Specialty Museums,Museum of Architecture,https://www.tripadvisor.com/Attraction_Review-g186338-d12176370-Reviews-Museum_of_Architecture-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/83/87/40/museum-of-architecture.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d12176370-Reviews-Museum_of_Architecture-London_England.html,1,2.0,,,,"10A Thurloe Place | South Kensington, London SW7 2RZ, England",SW7 2RZ,specialty museums,, specialty museumsmuseum of architecture
Art Galleries,Whitfield Fine Art,https://www.tripadvisor.com/Attraction_Review-g186338-d1382438-Reviews-Whitfield_Fine_Art-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/01/2c/8a/53/thomas-nathaniel-davies.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d1382438-Reviews-Whitfield_Fine_Art-London_England.html,1,5.0,,,,"23 Dering Street, London W1S 1AW, England",W1S 1AW,art galleries,, art gallerieswhitfield fine art
