categories,place_name,place_name_link,review_count_x,review_count_link,thumbnail_image,thumbnail_image_alt,thumbnail_image_link,url_x,url_y,review_count_y,rating,review_talk_1,review_talk_2,review_talk_3,address,postcode
Nature & Wildlife Areas,WWT London Wetland Centre,https://www.tripadvisor.com/Attraction_Review-g186338-d187534-Reviews-WWT_London_Wetland_Centre-London_England.html,511 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d187534-Reviews-WWT_London_Wetland_Centre-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/01/c7/af/95/marsh-marigolds-at-wwt.jpg,WWT London Wetland Centre,https://www.tripadvisor.com/Attraction_Review-g186338-d187534-Reviews-WWT_London_Wetland_Centre-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d187534-Reviews-WWT_London_Wetland_Centre-London_England.html,511,4.5,“pond dipping”,“bird watching”,“nature reserve”,"London Wetland Centre Queen Elizabeth Walk | Barnes, London SW13 9WT, England","London SW13 9WT,"
Gardens,Italian Gardens,https://www.tripadvisor.com/Attraction_Review-g186338-d6749590-Reviews-Italian_Gardens-London_England.html,100 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6749590-Reviews-Italian_Gardens-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/06/0b/79/1f/italian-gardens.jpg,Italian Gardens,https://www.tripadvisor.com/Attraction_Review-g186338-d6749590-Reviews-Italian_Gardens-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d6749590-Reviews-Italian_Gardens-London_England.html,100,4.5,“lancaster gate”,“kensington gardens”,“queen victoria”,"north side of Kensington Gardens near Lancaster Gate, London, England","London,"
Gardens,Crossrail Place Roof Garden,https://www.tripadvisor.com/Attraction_Review-g186338-d8041349-Reviews-Crossrail_Place_Roof_Garden-London_England.html,123 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d8041349-Reviews-Crossrail_Place_Roof_Garden-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/07/fe/ad/ad/visit-canary-wharf-new.jpg,Crossrail Place Roof Garden,https://www.tripadvisor.com/Attraction_Review-g186338-d8041349-Reviews-Crossrail_Place_Roof_Garden-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d8041349-Reviews-Crossrail_Place_Roof_Garden-London_England.html,123,4.5,“canary wharf”,“cross rail”,“plants and trees”,"Crossrail Place | Canary Wharf, London E14 5AR, England","London E14 5AR,"
Bodies of Water,Regent's Canal,https://www.tripadvisor.com/Attraction_Review-g186338-d510136-Reviews-Regent_s_Canal-London_England.html,459 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d510136-Reviews-Regent_s_Canal-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/00/10/17/78/arrival-in-camden-lock.jpg,Regent's Canal,https://www.tripadvisor.com/Attraction_Review-g186338-d510136-Reviews-Regent_s_Canal-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d510136-Reviews-Regent_s_Canal-London_England.html,459,4.5,“camden lock”,“little venice”,“camden town”,"42 Blomfield Road, London W9 2PF, England","London W9 2PF,"
Gardens,Victoria Embankment Gardens,https://www.tripadvisor.com/Attraction_Review-g186338-d6211885-Reviews-Victoria_Embankment_Gardens-London_England.html,157 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6211885-Reviews-Victoria_Embankment_Gardens-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/05/60/ac/dd/victoria-embankment-gardens.jpg,Victoria Embankment Gardens,https://www.tripadvisor.com/Attraction_Review-g186338-d6211885-Reviews-Victoria_Embankment_Gardens-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d6211885-Reviews-Victoria_Embankment_Gardens-London_England.html,157,4.5,“flower beds”,“office workers”,“charing cross station”,"58 Victoria Embankment | Temple Place, London EC4Y 0DS, England","London EC4Y 0DS,"
Parks,Green Park,https://www.tripadvisor.com/Attraction_Review-g186338-d211766-Reviews-Green_Park-London_England.html,"1,071 reviews",https://www.tripadvisor.com/Attraction_Review-g186338-d211766-Reviews-Green_Park-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0e/6c/c6/2b/caption.jpg,Green Park,https://www.tripadvisor.com/Attraction_Review-g186338-d211766-Reviews-Green_Park-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d211766-Reviews-Green_Park-London_England.html,"1,072",4.5,“buckingham palace”,“green space”,“bomber command memorial”,"Piccadilly, London W1J 9EJ, England","London W1J 9EJ,"
Gardens,Queen Mary's Gardens,https://www.tripadvisor.com/Attraction_Review-g186338-d187671-Reviews-Queen_Mary_s_Gardens-London_England.html,124 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d187671-Reviews-Queen_Mary_s_Gardens-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/35/06/50/queen-mary-s-garden.jpg,Queen Mary's Gardens,https://www.tripadvisor.com/Attraction_Review-g186338-d187671-Reviews-Queen_Mary_s_Gardens-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d187671-Reviews-Queen_Mary_s_Gardens-London_England.html,124,4.5,“regents park”,“rose garden”,“inner circle”,"Inner Circle | Regent's Park, London, England","London,"
Historic Sites,Piccadilly Circus,https://www.tripadvisor.com/Attraction_Review-g186338-d188043-Reviews-Piccadilly_Circus-London_England.html,"4,949 reviews",https://www.tripadvisor.com/Attraction_Review-g186338-d188043-Reviews-Piccadilly_Circus-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/08/bf/c8/d1/londres.jpg,Piccadilly Circus,https://www.tripadvisor.com/Attraction_Review-g186338-d188043-Reviews-Piccadilly_Circus-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d188043-Reviews-Piccadilly_Circus-London_England.html,"4,952",4.0,“regent street”,“eros statue”,“times square in new york”,"London W1J 9HS, England","London W1J 9HS,"
Parks,Crystal Palace Park,https://www.tripadvisor.com/Attraction_Review-g186338-d590940-Reviews-Crystal_Palace_Park-London_England.html,289 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d590940-Reviews-Crystal_Palace_Park-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0d/ee/e1/64/a-repaired-beast.jpg,Crystal Palace Park,https://www.tripadvisor.com/Attraction_Review-g186338-d590940-Reviews-Crystal_Palace_Park-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d590940-Reviews-Crystal_Palace_Park-London_England.html,289,4.5,“boating lake”,“children's playground”,“sand pit”,"Thicket Road, London SE20 8DT, England","London SE20 8DT,"
Parks,Queen Elizabeth Olympic Park,https://www.tripadvisor.com/Attraction_Review-g186338-d4025920-Reviews-Queen_Elizabeth_Olympic_Park-London_England.html,"1,048 reviews",https://www.tripadvisor.com/Attraction_Review-g186338-d4025920-Reviews-Queen_Elizabeth_Olympic_Park-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/05/b1/c9/9b/queen-elizabeth-olympic.jpg,Queen Elizabeth Olympic Park,https://www.tripadvisor.com/Attraction_Review-g186338-d4025920-Reviews-Queen_Elizabeth_Olympic_Park-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d4025920-Reviews-Queen_Elizabeth_Olympic_Park-London_England.html,"1,049",4.0,“west ham”,“westfield shopping centre”,“stratford station”,"| Olympic Stadium Stratford Station, London E20 2ST, England","London E20 2ST,"
Architectural Buildings,Alexandra Palace,https://www.tripadvisor.com/Attraction_Review-g186338-d211770-Reviews-Alexandra_Palace-London_England.html,625 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d211770-Reviews-Alexandra_Palace-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/08/9b/69/b1/alexandra-palace.jpg,Alexandra Palace,https://www.tripadvisor.com/Attraction_Review-g186338-d211770-Reviews-Alexandra_Palace-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d211770-Reviews-Alexandra_Palace-London_England.html,625,4.0,“ice rink”,“boating lake”,“ally pally”,"Alexandra Palace Way | Wood Green, London N22, England","London N22,"
Parks,Wimbledon Common,https://www.tripadvisor.com/Attraction_Review-g186338-d211748-Reviews-Wimbledon_Common-London_England.html,105 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d211748-Reviews-Wimbledon_Common-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/02/3a/e7/ae/filename-dsc02539-jpg.jpg,Wimbledon Common,https://www.tripadvisor.com/Attraction_Review-g186338-d211748-Reviews-Wimbledon_Common-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d211748-Reviews-Wimbledon_Common-London_England.html,105,4.5,“dog walkers”,“different routes”,“public toilets”,"Wimbledon, London SW19 5NR, England","London SW19 5NR,"
Castles,Kensington Palace,https://www.tripadvisor.com/Attraction_Review-g186338-d187550-Reviews-Kensington_Palace-London_England.html,"4,397 reviews",https://www.tripadvisor.com/Attraction_Review-g186338-d187550-Reviews-Kensington_Palace-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/04/00/11/e9/kensington-palace.jpg,Kensington Palace,https://www.tripadvisor.com/Attraction_Review-g186338-d187550-Reviews-Kensington_Palace-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-London_England.html,https://www.tripadvisor.com/Attraction_Review-g186338-d187550-Reviews-Kensington_Palace-London_England.html,"4,398",3.5,“queen victoria”,“princess diana”,“diana's dresses”,"| Kensington Gardens, London W8 4PX, England","London W8 4PX,"
Parks,Golders Hill Park,https://www.tripadvisor.com/Attraction_Review-g186338-d211599-Reviews-Golders_Hill_Park-London_England.html,88 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d211599-Reviews-Golders_Hill_Park-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/02/51/ab/18/golders-hill-park.jpg,Golders Hill Park,https://www.tripadvisor.com/Attraction_Review-g186338-d211599-Reviews-Golders_Hill_Park-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d211599-Reviews-Golders_Hill_Park-London_England.html,88,4.5,“butterfly house”,“hampstead heath”,“flower garden”,"Golders Hill, London NW11 7QP, England","London NW11 7QP,"
Gardens,Jubilee Gardens,https://www.tripadvisor.com/Attraction_Review-g186338-d6864891-Reviews-Jubilee_Gardens-London_England.html,88 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6864891-Reviews-Jubilee_Gardens-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/06/b5/72/08/jubilee-gardens.jpg,Jubilee Gardens,https://www.tripadvisor.com/Attraction_Review-g186338-d6864891-Reviews-Jubilee_Gardens-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6864891-Reviews-Jubilee_Gardens-London_England.html,88,4.5,“south bank”,“great playground”,“london eye”,"Belvedere Road, London SE1 8XX, England","London SE1 8XX,"
Gardens,The Victoria Tower Gardens,https://www.tripadvisor.com/Attraction_Review-g186338-d2356422-Reviews-The_Victoria_Tower_Gardens-London_England.html,81 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d2356422-Reviews-The_Victoria_Tower_Gardens-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/03/2c/dd/95/parliament-at-far-end.jpg,The Victoria Tower Gardens,https://www.tripadvisor.com/Attraction_Review-g186338-d2356422-Reviews-The_Victoria_Tower_Gardens-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d2356422-Reviews-The_Victoria_Tower_Gardens-London_England.html,81,4.5,“lambeth bridge”,“parliament square”,“memorial fountain”,"Millbank, London SW1P 3SF, England","London SW1P 3SF,"
Gardens,Hill Garden & Pergola,https://www.tripadvisor.com/Attraction_Review-g186338-d6438561-Reviews-Hill_Garden_Pergola-London_England.html,48 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6438561-Reviews-Hill_Garden_Pergola-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/06/85/ca/61/hill-garden-pergola.jpg,Hill Garden & Pergola,https://www.tripadvisor.com/Attraction_Review-g186338-d6438561-Reviews-Hill_Garden_Pergola-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6438561-Reviews-Hill_Garden_Pergola-London_England.html,48,5.0,“lord leverhulme”,“hampstead heath”,“formal gardens”,"Inverforth Close, North End Way | Hampstead Heath, London NW3 7HE, England","London NW3 7HE,"
Zoos,ZSL London Zoo,https://www.tripadvisor.com/Attraction_Review-g186338-d187553-Reviews-ZSL_London_Zoo-London_England.html,"5,874 reviews",https://www.tripadvisor.com/Attraction_Review-g186338-d187553-Reviews-ZSL_London_Zoo-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/10/6b/d5/ee/find-out-all-about-our.jpg,ZSL London Zoo,https://www.tripadvisor.com/Attraction_Review-g186338-d187553-Reviews-ZSL_London_Zoo-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d187553-Reviews-ZSL_London_Zoo-London_England.html,"5,875",4.0,“reptile house”,“penguin beach”,“lion enclosure”,"Regents Park | Outer Circle, London NW1 4RY, England","London NW1 4RY,"
Parks,Bishop's Park,https://www.tripadvisor.com/Attraction_Review-g186338-d548623-Reviews-Bishop_s_Park-London_England.html,71 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d548623-Reviews-Bishop_s_Park-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/70/57/38/bishop-s-park.jpg,Bishop's Park,https://www.tripadvisor.com/Attraction_Review-g186338-d548623-Reviews-Bishop_s_Park-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d548623-Reviews-Bishop_s_Park-London_England.html,71,4.5,“fulham palace”,“craven cottage”,“farmers market”,"Fulham - Stevenage Road - SW6 | Next To Fulham Footbal Club, London SW6 6EA, England","London SW6 6EA,"
Bodies of Water,Serpentine Boating Lake,https://www.tripadvisor.com/Attraction_Review-g186338-d7276062-Reviews-Serpentine_Boating_Lake-London_England.html,90 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d7276062-Reviews-Serpentine_Boating_Lake-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/07/fc/c4/49/serpentine-boating-lake.jpg,Serpentine Boating Lake,https://www.tripadvisor.com/Attraction_Review-g186338-d7276062-Reviews-Serpentine_Boating_Lake-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d7276062-Reviews-Serpentine_Boating_Lake-London_England.html,90,4.0,“hyde park”,“kensington gardens”,“large lake”,"The Old Police House Hyde Park | Hyde Park, Serpentine Road, London W2 2UH, England","London W2 2UH,"
Nature & Wildlife Areas,Soho Square,https://www.tripadvisor.com/Attraction_Review-g186338-d7906842-Reviews-Soho_Square-London_England.html,106 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d7906842-Reviews-Soho_Square-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/07/cb/01/48/linda-praca.jpg,Soho Square,https://www.tripadvisor.com/Attraction_Review-g186338-d7906842-Reviews-Soho_Square-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c57-oa30-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d7906842-Reviews-Soho_Square-London_England.html,106,4.0,“charles ii”,“green space”,“tottenham court road station”,"18 Soho Square | Soho Square, London W1D 3QL, England","London W1D 3QL,"
