name,name_link,review_count_link,cuisines_block_x,cuisines_categories,cuisines_categories_link,reviews,url_y,rating,cuisines_block,price_group,review_count,review_talk_1,review_talk_2,review_talk_3,address,postcode,thumbnail,thumbnail_alt_x,thumbnail_alt_y,categories,reviews_combined,rev_cat_soup
PISQU,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10718914-Reviews-PISQU-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10718914-Reviews-PISQU-London_England.html#REVIEWS,££ - £££ Peruvian Latin Seafood Healthy South American Vegetarian Friendly Vegan Options Gluten Free Options,Peruvian; Latin; Seafood; Healthy; South American; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c10631-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10639-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c33-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10679-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c35-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Some of the most amazing alternative food...; Wow wow wow,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10718914-Reviews-PISQU-London_England.html,4.5,"Search available times for this restaurant; Peruvian, Latin, Seafood, Healthy, South American, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,199,“ceviche”,“lomo saltado”,“sea bass”,"23 Rathbone Place | Fitzrovia, London W1T 1HZ, England",W1T 1HZ,https://media-cdn.tripadvisor.com/media/photo-w/0e/cd/82/3f/pisqu-front.jpg,,,peruvian latin seafood healthy southamerican vegetarianfriendly veganoptions glutenfreeoptions,Some of the most amazing alternative food Wow wow wow ceviche lomo saltado sea bass,Some of the most amazing alternative food Wow wow wow ceviche lomo saltado sea bass peruvian latin seafood healthy southamerican vegetarianfriendly veganoptions glutenfreeoptions
Hunan,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d719340-Reviews-Hunan-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d719340-Reviews-Hunan-London_England.html#REVIEWS,££££ Chinese Asian Vegetarian Friendly Gluten Free Options,Chinese; Asian; Vegetarian Friendly; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c11-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c3-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Fantastic - Simply- Always the same; Not for everyone but I would say go!,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d719340-Reviews-Hunan-London_England.html,4.5,"Chinese, Asian, Vegetarian Friendly, Gluten Free Options",$$$$,404,“toffee banana”,“frog legs”,“steamed scallops”,"51 Pimlico Road, London SW1W 8NE, England",SW1W 8NE,https://media-cdn.tripadvisor.com/media/photo-s/12/aa/be/dd/img-20180407-185636-largejpg.jpg,,,chinese asian vegetarianfriendly glutenfreeoptions,Fantastic - Simply- Always the same Not for everyone but I would say go toffee banana frog legs steamed scallops,Fantastic - Simply- Always the same Not for everyone but I would say go toffee banana frog legs steamed scallops chinese asian vegetarianfriendly glutenfreeoptions
Cote Brasserie - Covent Garden,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1388950-Reviews-Cote_Brasserie_Covent_Garden-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1388950-Reviews-Cote_Brasserie_Covent_Garden-London_England.html#REVIEWS,££ - £££ French European Vegetarian Friendly Vegan Options Gluten Free Options,French; European; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c20-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Great service and good value food; Côte - good food,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1388950-Reviews-Cote_Brasserie_Covent_Garden-London_England.html,4.5,"French, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,"2,490",“steak frites”,“chocolate pot”,“chicken”,"17-21 Tavistock Street, London WC2E 7PA, England",WC2E 7PA,https://media-cdn.tripadvisor.com/media/photo-o/02/27/4c/35/cote-covent-garden.jpg,,,french european vegetarianfriendly veganoptions glutenfreeoptions,Great service and good value food Côte - good food steak frites chocolate pot chicken,Great service and good value food Côte - good food steak frites chocolate pot chicken french european vegetarianfriendly veganoptions glutenfreeoptions
The Cask Pub & Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1747145-Reviews-The_Cask_Pub_Kitchen-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1747145-Reviews-The_Cask_Pub_Kitchen-London_England.html#REVIEWS,££ - £££ Bar British Pub Vegetarian Friendly,British; Vegetarian Friendly,https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html,"After work drinkd; Loads of beer choices, and tasty burgers",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1747145-Reviews-The_Cask_Pub_Kitchen-London_England.html,4.5,"Bar, British, Pub, Vegetarian Friendly",$$ - $$$,478,“burger”,“halloumi”,“sunday roast”,"6 Charlwood Street, London SW1V 2EE, England",SW1V 2EE,https://media-cdn.tripadvisor.com/media/photo-o/11/1d/49/cd/screenshot-20171029-115317.jpg,,,british vegetarianfriendly,After work drinkd Loads of beer choices and tasty burgers burger halloumi sunday roast,After work drinkd Loads of beer choices and tasty burgers burger halloumi sunday roast british vegetarianfriendly
The Grenadier,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d730595-Reviews-The_Grenadier-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d730595-Reviews-The_Grenadier-London_England.html#REVIEWS,££ - £££ Bar British Pub Vegetarian Friendly Gluten Free Options,British; Vegetarian Friendly; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,"Genuine, authentic, worth the search; A hidden gem",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d730595-Reviews-The_Grenadier-London_England.html,4.5,"Bar, British, Pub, Vegetarian Friendly, Gluten Free Options",$$ - $$$,297,“beef wellington”,“fish and chips”,“steak and ale pie”,"18 Wilton Row | Belgrave Square, London SW1X 7NR, England",SW1X 7NR,https://media-cdn.tripadvisor.com/media/photo-s/12/af/06/3c/20180418-183144-1-2-largejpg.jpg,,,british vegetarianfriendly glutenfreeoptions,Genuine authentic worth the search A hidden gem beef wellington fish and chips steak and ale pie,Genuine authentic worth the search A hidden gem beef wellington fish and chips steak and ale pie british vegetarianfriendly glutenfreeoptions
Cafe Maya,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2475842-Reviews-Cafe_Maya-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2475842-Reviews-Cafe_Maya-London_England.html#REVIEWS,£ Cafe British Vegetarian Friendly Vegan Options,Cafe; British; Vegetarian Friendly; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c8-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,Great little cafe’ with reasonable prices; Veggie breakfast to die for !,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2475842-Reviews-Cafe_Maya-London_England.html,4.5,"Cafe, British, Vegetarian Friendly, Vegan Options",$,152,“veggie breakfast”,“buttered toast”,“jacket potato”,"114 Farringdon Road, London EC1R 3AP, England",EC1R 3AP,https://media-cdn.tripadvisor.com/media/photo-s/0f/8a/22/6e/photo1jpg.jpg,,,cafe british vegetarianfriendly veganoptions,Great little cafe’ with reasonable prices Veggie breakfast to die for  veggie breakfast buttered toast jacket potato,Great little cafe’ with reasonable prices Veggie breakfast to die for  veggie breakfast buttered toast jacket potato cafe british vegetarianfriendly veganoptions
Ottolenghi - Islington,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d731410-Reviews-Ottolenghi_Islington-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d731410-Reviews-Ottolenghi_Islington-London_England.html#REVIEWS,££ - £££ Mediterranean Middle Eastern Vegetarian Friendly Vegan Options Gluten Free Options,Mediterranean; Middle Eastern; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c30-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,"Precious; Nice salads , great service",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d731410-Reviews-Ottolenghi_Islington-London_England.html,4.5,"Search available times for this restaurant; Mediterranean, Middle Eastern, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,"1,208",“cakes”,“salad”,“roasted aubergine”,"287 Upper Street, London N1 2TZ, England",N1 2TZ,https://media-cdn.tripadvisor.com/media/photo-s/12/48/b9/90/photo3jpg.jpg,,,mediterranean middleeastern vegetarianfriendly veganoptions glutenfreeoptions,Precious Nice salads  great service cakes salad roasted aubergine,Precious Nice salads  great service cakes salad roasted aubergine mediterranean middleeastern vegetarianfriendly veganoptions glutenfreeoptions
The Delaunay,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2434265-Reviews-The_Delaunay-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2434265-Reviews-The_Delaunay-London_England.html#REVIEWS,££ - £££ German Austrian European Contemporary Vegetarian Friendly Vegan Options,German; European; Vegetarian Friendly; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c21-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,Excellent Traditional Dining Room; Weekday Dinner Success,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2434265-Reviews-The_Delaunay-London_England.html,4.5,"German, Austrian, European, Contemporary, Vegetarian Friendly, Vegan Options",$$ - $$$,"2,684",“brunch”,“schnitzel”,“kedgeree”,"55 Aldwych, London WC2B 4BB, England",WC2B 4BB,https://media-cdn.tripadvisor.com/media/photo-w/0c/f4/6f/60/the-delaunay.jpg,,,german european vegetarianfriendly veganoptions,Excellent Traditional Dining Room Weekday Dinner Success brunch schnitzel kedgeree,Excellent Traditional Dining Room Weekday Dinner Success brunch schnitzel kedgeree german european vegetarianfriendly veganoptions
Cote Brasserie - Soho,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3359779-Reviews-Cote_Brasserie_Soho-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3359779-Reviews-Cote_Brasserie_Soho-London_England.html#REVIEWS,££ - £££ French European Vegetarian Friendly Vegan Options Gluten Free Options,French; European; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c20-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Superb place; Cote - consistently very good food and ser...,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3359779-Reviews-Cote_Brasserie_Soho-London_England.html,4.5,"French, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,"1,032",“steak frites”,“duck breast”,“crepes”,"124-126 Wardour Street, London W1F 0TY, England",W1F 0TY,https://media-cdn.tripadvisor.com/media/photo-w/12/1c/ed/21/vegetarian-breakfast.jpg,,,french european vegetarianfriendly veganoptions glutenfreeoptions,Superb place Cote - consistently very good food and ser steak frites duck breast crepes,Superb place Cote - consistently very good food and ser steak frites duck breast crepes french european vegetarianfriendly veganoptions glutenfreeoptions
Chin Chin Labs,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2346393-Reviews-Chin_Chin_Labs-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2346393-Reviews-Chin_Chin_Labs-London_England.html#REVIEWS,££ - £££ Vegetarian Friendly Gluten Free Options,Vegetarian Friendly; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,"... this ice-cream place from a friend.; ... for a vanilla ice cream,a warm brow...",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2346393-Reviews-Chin_Chin_Labs-London_England.html,4.5,"Vegetarian Friendly, Gluten Free Options",$$ - $$$,476,“chin chin”,“ice cream”,“brownie”,"49-50 Camden Lock Place, London NW1 8AF, England",NW1 8AF,https://media-cdn.tripadvisor.com/media/photo-s/12/92/02/c0/photo0jpg.jpg,,,vegetarianfriendly glutenfreeoptions, this ice-cream place from a friend  for a vanilla ice creama warm brow chin chin ice cream brownie, this ice-cream place from a friend  for a vanilla ice creama warm brow chin chin ice cream brownie vegetarianfriendly glutenfreeoptions
Mediterranean Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1650736-Reviews-Mediterranean_Cafe-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1650736-Reviews-Mediterranean_Cafe-London_England.html#REVIEWS,££ - £££ Italian Mediterranean European Turkish Vegetarian Friendly Vegan Options Gluten Free Options,Italian; Mediterranean; European; Turkish; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10663-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,"Always a superb experience; Great food, fab value",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1650736-Reviews-Mediterranean_Cafe-London_England.html,4.5,"Search available times for this restaurant; Italian, Mediterranean, European, Turkish, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,556,“mixed meze”,“strawberry cheesecake”,“lamb kebab”,"18 Berwick Street | Soho, London W1F 0PU, England",W1F 0PU,https://media-cdn.tripadvisor.com/media/photo-s/05/fa/4a/02/seabream-with-mashpotato.jpg,,,italian mediterranean european turkish vegetarianfriendly veganoptions glutenfreeoptions,Always a superb experience Great food fab value mixed meze strawberry cheesecake lamb kebab,Always a superb experience Great food fab value mixed meze strawberry cheesecake lamb kebab italian mediterranean european turkish vegetarianfriendly veganoptions glutenfreeoptions
Amaranto Restaurant - Four Seasons Hotel London at Park Lane,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2019217-Reviews-Amaranto_Restaurant_Four_Seasons_Hotel_London_at_Park_Lane-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2019217-Reviews-Amaranto_Restaurant_Four_Seasons_Hotel_London_at_Park_Lane-London_England.html#REVIEWS,££££ Italian European Vegetarian Friendly Gluten Free Options Vegan Options,Italian; European; Vegetarian Friendly; Gluten Free Options; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,Fine Wine and fine food in a very cosy res...; Thank you Amaranto,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2019217-Reviews-Amaranto_Restaurant_Four_Seasons_Hotel_London_at_Park_Lane-London_England.html,4.5,"Italian, European, Vegetarian Friendly, Gluten Free Options, Vegan Options",$$$$,291,“brunch”,“macaroons”,“sandwiches”,"Hamilton Place, London W1J 7DR, England",W1J 7DR,https://media-cdn.tripadvisor.com/media/photo-s/12/81/00/1e/photo4jpg.jpg,,,italian european vegetarianfriendly glutenfreeoptions veganoptions,Fine Wine and fine food in a very cosy res Thank you Amaranto brunch macaroons sandwiches,Fine Wine and fine food in a very cosy res Thank you Amaranto brunch macaroons sandwiches italian european vegetarianfriendly glutenfreeoptions veganoptions
